,data,label
256,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/down/Voice 164.wav,down
257,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/down/Voice 165_noise.wav,down
258,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/down/Voice 166_noise.wav,down
259,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/down/Voice 187.wav,down
260,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/down/Voice 187_noise.wav,down
261,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/down/Voice 188_noise.wav,down
262,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/down/Voice 190.wav,down
263,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/down/Voice 190_noise.wav,down
264,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/down/Voice 191.wav,down
265,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/down/Voice 191_noise.wav,down
266,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/down/Voice 192.wav,down
267,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/down/Voice 192_noise.wav,down
268,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/down/Voice 193_noise.wav,down
269,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/down/Voice 194_noise.wav,down
270,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/down/Voice 195.wav,down
271,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/down/Voice 195_noise.wav,down
272,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/down/Voice 196_noise.wav,down
273,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/down/Voice 227.wav,down
274,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/down/Voice 227_noise.wav,down
275,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/down/Voice 228_noise.wav,down
276,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/down/Voice 229_noise.wav,down
277,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/down/Voice 230_noise.wav,down
278,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/down/Voice 231.wav,down
279,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/down/Voice 231_noise.wav,down
280,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/down/Voice 232.wav,down
281,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/down/Voice 232_noise.wav,down
282,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/down/Voice 233.wav,down
283,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/down/Voice 233_noise.wav,down
284,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/down/Voice 234.wav,down
285,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/down/Voice 235_noise.wav,down
286,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/down/Voice 265.wav,down
287,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/down/Voice 265_noise.wav,down
288,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/down/Voice 266.wav,down
289,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/down/Voice 267.wav,down
290,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/down/Voice 267_noise.wav,down
291,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/down/Voice 268.wav,down
292,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/down/Voice 268_noise.wav,down
293,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/down/Voice 269.wav,down
294,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/down/Voice 270.wav,down
295,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/down/Voice 272_noise.wav,down
296,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/1402-04-03 10.56.31.wav,left
297,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/1402-04-03 10.56.31_noise.wav,left
298,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/1402-04-03 10.56.46.wav,left
299,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/1402-04-03 10.56.46_noise.wav,left
300,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/1402-04-03 10.56.49.wav,left
301,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/1402-04-03 10.56.49_noise.wav,left
302,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/1402-04-03 10.56.53_noise.wav,left
303,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/1402-04-03 10.57.27.wav,left
304,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/1402-04-03 10.57.27_noise.wav,left
305,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/1402-04-03 10.57.29_noise.wav,left
306,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/1402-04-03 10.57.33.wav,left
307,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/1402-04-03 10.57.33_noise.wav,left
308,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/1402-04-03 10.57.36.wav,left
309,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/1402-04-03 10.57.36_noise.wav,left
310,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/1402-04-03 10.57.41.wav,left
311,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/1402-04-03 10.57.41_noise.wav,left
312,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/1402-04-03 10.57.44.wav,left
313,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/1402-04-03 10.57.52.wav,left
314,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/1402-04-03 10.57.56.wav,left
315,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/1402-04-03 10.57.59_noise.wav,left
316,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/1402-04-03 10.58.03_noise.wav,left
317,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/1402-04-03 10.58.06.wav,left
318,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/1402-04-03 10.58.10_noise.wav,left
319,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/1402-04-03 10.58.14_noise.wav,left
320,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/1402-04-03 10.58.17.wav,left
321,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/1402-04-03 10.58.17_noise.wav,left
322,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/1402-04-03 10.58.21_noise.wav,left
323,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/1402-04-03 10.58.24.wav,left
324,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/1402-04-03 10.58.24_noise.wav,left
325,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/1402-04-03 10.58.28.wav,left
326,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/1402-04-03 10.58.28_noise.wav,left
327,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/1402-04-03 10.58.31.wav,left
328,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/1402-04-03 10.58.31_noise.wav,left
329,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/1402-04-03 11.43.56.wav,left
330,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/1402-04-03 11.43.56_noise.wav,left
331,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/1402-04-03 11.44.11.wav,left
332,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/1402-04-03 11.44.11_noise.wav,left
333,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/1402-04-03 11.44.15.wav,left
334,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/1402-04-03 11.44.20.wav,left
335,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/1402-04-03 11.44.24.wav,left
336,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/1402-04-03 11.44.24_noise.wav,left
337,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/1402-04-03 11.44.27.wav,left
338,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/1402-04-03 11.44.27_noise.wav,left
339,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/1402-04-03 11.44.31_noise.wav,left
340,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/1402-04-03 11.44.34.wav,left
341,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/1402-04-03 11.44.34_noise.wav,left
342,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/1402-04-03 11.44.37.wav,left
343,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/1402-04-03 11.44.37_noise.wav,left
344,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/1402-04-03 11.44.41_noise.wav,left
345,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/1_4943117662428333007.wav,left
346,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/1_4943117662428333007_noise.wav,left
347,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/1_4943117662428333008.wav,left
348,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/1_4943117662428333008_noise.wav,left
349,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/1_4943117662428333009.wav,left
350,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/1_4943117662428333009_noise.wav,left
351,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/1_4943117662428333010.wav,left
352,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/1_4943117662428333010_noise.wav,left
353,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/1_4943117662428333011_noise.wav,left
354,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/1_4943117662428333012.wav,left
355,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/1_4943117662428333013.wav,left
356,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/1_4943117662428333013_noise.wav,left
357,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/1_4943117662428333014.wav,left
358,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/1_4943117662428333014_noise.wav,left
359,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/1_4943117662428333015_noise.wav,left
360,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/1_4943117662428333016.wav,left
361,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/AnyConv.com__msg-1583385616-46.wav,left
362,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/AnyConv.com__msg-1583385616-46_noise.wav,left
363,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/AnyConv.com__msg-1583385616-47.wav,left
364,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/AnyConv.com__msg-1583385616-47_noise.wav,left
365,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/AnyConv.com__msg-1583385616-48_noise.wav,left
366,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/AnyConv.com__msg-1583385616-49_noise.wav,left
367,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/AnyConv.com__msg-1583385616-50.wav,left
368,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/AnyConv.com__msg-1583385616-50_noise.wav,left
369,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/AnyConv.com__msg-1583385616-51_noise.wav,left
370,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/AnyConv.com__msg-1583385616-52_noise.wav,left
371,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/AnyConv.com__msg-1583385616-53_noise.wav,left
372,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/AnyConv.com__msg-1583385616-54_noise.wav,left
373,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/AnyConv.com__msg-1583385616-55.wav,left
374,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/AnyConv.com__msg-1583385616-55_noise.wav,left
375,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/l10.wav,left
376,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/l10_noise.wav,left
377,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/l11.wav,left
378,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/l11_noise.wav,left
379,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/l12.wav,left
380,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/l12_noise.wav,left
381,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/l13.wav,left
382,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/l13_noise.wav,left
383,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/l14.wav,left
384,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/l14_noise.wav,left
385,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/l15.wav,left
386,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/l15_noise.wav,left
387,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/l16_noise.wav,left
388,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/l17.wav,left
389,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/l17_noise.wav,left
390,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/l18_noise.wav,left
391,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/l19.wav,left
392,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/l19_noise.wav,left
393,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/l1_noise.wav,left
394,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/l20.wav,left
395,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/l20_noise.wav,left
396,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/l2_noise.wav,left
397,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/l3.wav,left
398,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/l3_noise.wav,left
399,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/l4.wav,left
400,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/l4_noise.wav,left
401,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/l5.wav,left
402,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/l6.wav,left
403,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/l7_noise.wav,left
404,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/l8.wav,left
405,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/l9.wav,left
406,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/l9_noise.wav,left
407,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/ll1.wav,left
408,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/ll10.wav,left
409,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/ll2.wav,left
410,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/ll4.wav,left
411,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/ll4_noise.wav,left
412,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/ll5.wav,left
413,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/ll5_noise.wav,left
414,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/ll6.wav,left
415,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/ll7_noise.wav,left
416,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/ll8.wav,left
417,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/ll9.wav,left
418,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/ll9_noise.wav,left
419,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/msg-1840141157-123.wav,left
420,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/msg-1840141157-123_noise.wav,left
421,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/msg-1840141157-124.wav,left
422,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/msg-1840141157-124_noise.wav,left
423,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/msg-1840141157-125_noise.wav,left
424,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/msg-1840141157-126.wav,left
425,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/msg-1840141157-126_noise.wav,left
426,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/msg-1840141157-128.wav,left
427,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/msg-1840141157-128_noise.wav,left
428,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/msg-1840141157-130.wav,left
429,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/msg-1840141157-130_noise.wav,left
430,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/msg-1840141157-132_noise.wav,left
431,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/msg-1840141157-133.wav,left
432,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/msg-1840141157-133_noise.wav,left
433,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/msg-1840141157-134.wav,left
434,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/msg-1840141157-134_noise.wav,left
435,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/msg-1840141157-135.wav,left
436,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/msg-1840141157-136_noise.wav,left
437,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/msg-1840141157-137.wav,left
438,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/msg-1840141157-137_noise.wav,left
439,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/msg-1840141157-138.wav,left
440,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/msg-1840141157-138_noise.wav,left
441,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/msg-1840141157-139.wav,left
442,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/msg-1840141157-140_noise.wav,left
443,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/msg-1840141157-141_noise.wav,left
444,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/msg-1840141157-143.wav,left
445,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/msg-1840141157-143_noise.wav,left
446,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/msg-1840141157-144_noise.wav,left
447,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/msg-1840141157-145.wav,left
448,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/msg-1840141157-145_noise.wav,left
449,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/msg-1840141157-146.wav,left
450,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/msg-1840141157-147.wav,left
451,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/msg-1840141157-147_noise.wav,left
452,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/msg-1840141157-148_noise.wav,left
453,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/msg-1840141157-151.wav,left
454,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/msg-1840141157-151_noise.wav,left
455,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/msg-1840141157-153.wav,left
456,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/msg-1840141157-153_noise.wav,left
457,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/msg-1840141157-155.wav,left
458,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/msg-1840141157-157.wav,left
459,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/msg-1840141157-157_noise.wav,left
460,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/msg-1840141157-158.wav,left
461,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/msg-1840141157-159.wav,left
462,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/msg-1840141157-160.wav,left
463,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/msg-1840141157-160_noise.wav,left
464,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/msg-1840141157-162_noise.wav,left
465,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/msg-1840141157-163.wav,left
466,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/msg-1840141157-163_noise.wav,left
467,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/msg-1840141157-164.wav,left
468,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/msg-1840141157-165.wav,left
469,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/msg-1840141157-165_noise.wav,left
470,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/msg-1840141157-166.wav,left
471,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/msg-1840141157-166_noise.wav,left
472,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/msg-1840141157-167.wav,left
473,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/msg-1840141157-167_noise.wav,left
474,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/msg-1840141157-168.wav,left
475,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/msg-1840141157-169.wav,left
476,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/msg-1840141157-170.wav,left
477,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/msg-1840141157-171.wav,left
478,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/msg-1840141157-172.wav,left
479,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/msg-1840141157-173.wav,left
480,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/msg-1840141157-173_noise.wav,left
481,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/msg-1840141157-174.wav,left
482,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/Voice 058.wav,left
483,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/Voice 059.wav,left
484,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/Voice 059_noise.wav,left
485,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/Voice 060.wav,left
486,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/Voice 060_noise.wav,left
487,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/Voice 061.wav,left
488,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/Voice 061_noise.wav,left
489,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/Voice 062.wav,left
490,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/Voice 063.wav,left
491,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/Voice 063_noise.wav,left
492,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/Voice 064.wav,left
493,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/Voice 064_noise.wav,left
494,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/Voice 065.wav,left
495,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/Voice 065_noise.wav,left
496,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/Voice 066.wav,left
497,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/Voice 066_noise.wav,left
498,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/Voice 067_noise.wav,left
499,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/Voice 088.wav,left
500,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/Voice 089.wav,left
501,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/Voice 090.wav,left
502,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/Voice 090_noise.wav,left
503,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/Voice 092.wav,left
504,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/Voice 092_noise.wav,left
505,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/Voice 108.wav,left
506,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/Voice 108_noise.wav,left
507,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/Voice 109.wav,left
508,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/Voice 109_noise.wav,left
509,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/Voice 110.wav,left
510,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/Voice 110_noise.wav,left
511,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/Voice 111.wav,left
512,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/Voice 112.wav,left
