,data,label,direction_down,direction_left,direction_right,direction_up
221,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/down/Voice 057.wav,down,1,0,0,0
222,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/down/Voice 057_noise.wav,down,1,0,0,0
223,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/down/Voice 084.wav,down,1,0,0,0
224,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/down/Voice 084_noise.wav,down,1,0,0,0
225,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/down/Voice 085.wav,down,1,0,0,0
226,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/down/Voice 085_noise.wav,down,1,0,0,0
227,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/down/Voice 086.wav,down,1,0,0,0
228,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/down/Voice 086_noise.wav,down,1,0,0,0
229,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/down/Voice 087.wav,down,1,0,0,0
230,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/down/Voice 087_noise.wav,down,1,0,0,0
231,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/down/Voice 103.wav,down,1,0,0,0
232,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/down/Voice 104.wav,down,1,0,0,0
233,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/down/Voice 105.wav,down,1,0,0,0
234,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/down/Voice 105_noise.wav,down,1,0,0,0
235,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/down/Voice 106.wav,down,1,0,0,0
236,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/down/Voice 106_noise.wav,down,1,0,0,0
237,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/down/Voice 107.wav,down,1,0,0,0
238,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/down/Voice 107_noise.wav,down,1,0,0,0
239,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/down/Voice 123.wav,down,1,0,0,0
240,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/down/Voice 123_noise.wav,down,1,0,0,0
241,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/down/Voice 124.wav,down,1,0,0,0
242,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/down/Voice 125.wav,down,1,0,0,0
243,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/down/Voice 127.wav,down,1,0,0,0
244,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/down/Voice 127_noise.wav,down,1,0,0,0
245,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/down/Voice 142.wav,down,1,0,0,0
246,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/down/Voice 142_noise.wav,down,1,0,0,0
247,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/down/Voice 143.wav,down,1,0,0,0
248,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/down/Voice 143_noise.wav,down,1,0,0,0
249,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/down/Voice 144.wav,down,1,0,0,0
250,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/down/Voice 144_noise.wav,down,1,0,0,0
251,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/down/Voice 145_noise.wav,down,1,0,0,0
252,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/down/Voice 162.wav,down,1,0,0,0
253,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/down/Voice 162_noise.wav,down,1,0,0,0
254,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/down/Voice 163.wav,down,1,0,0,0
255,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/down/Voice 163_noise.wav,down,1,0,0,0
256,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/down/Voice 164.wav,down,1,0,0,0
257,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/down/Voice 165_noise.wav,down,1,0,0,0
258,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/down/Voice 166_noise.wav,down,1,0,0,0
259,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/down/Voice 187.wav,down,1,0,0,0
260,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/down/Voice 187_noise.wav,down,1,0,0,0
261,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/down/Voice 188_noise.wav,down,1,0,0,0
262,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/down/Voice 190.wav,down,1,0,0,0
263,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/down/Voice 190_noise.wav,down,1,0,0,0
264,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/down/Voice 191.wav,down,1,0,0,0
265,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/down/Voice 191_noise.wav,down,1,0,0,0
266,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/down/Voice 192.wav,down,1,0,0,0
267,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/down/Voice 192_noise.wav,down,1,0,0,0
268,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/down/Voice 193_noise.wav,down,1,0,0,0
269,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/down/Voice 194_noise.wav,down,1,0,0,0
270,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/down/Voice 195.wav,down,1,0,0,0
271,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/down/Voice 195_noise.wav,down,1,0,0,0
272,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/down/Voice 196_noise.wav,down,1,0,0,0
273,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/down/Voice 227.wav,down,1,0,0,0
274,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/down/Voice 227_noise.wav,down,1,0,0,0
275,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/down/Voice 228_noise.wav,down,1,0,0,0
276,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/down/Voice 229_noise.wav,down,1,0,0,0
277,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/down/Voice 230_noise.wav,down,1,0,0,0
278,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/down/Voice 231.wav,down,1,0,0,0
279,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/down/Voice 231_noise.wav,down,1,0,0,0
280,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/down/Voice 232.wav,down,1,0,0,0
281,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/down/Voice 232_noise.wav,down,1,0,0,0
282,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/down/Voice 233.wav,down,1,0,0,0
283,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/down/Voice 233_noise.wav,down,1,0,0,0
284,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/down/Voice 234.wav,down,1,0,0,0
285,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/down/Voice 235_noise.wav,down,1,0,0,0
286,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/down/Voice 265.wav,down,1,0,0,0
287,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/down/Voice 265_noise.wav,down,1,0,0,0
288,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/down/Voice 266.wav,down,1,0,0,0
289,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/down/Voice 267.wav,down,1,0,0,0
290,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/down/Voice 267_noise.wav,down,1,0,0,0
291,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/down/Voice 268.wav,down,1,0,0,0
292,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/down/Voice 268_noise.wav,down,1,0,0,0
293,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/down/Voice 269.wav,down,1,0,0,0
294,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/down/Voice 270.wav,down,1,0,0,0
295,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/down/Voice 272_noise.wav,down,1,0,0,0
296,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/1402-04-03 10.56.31.wav,left,0,1,0,0
297,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/1402-04-03 10.56.31_noise.wav,left,0,1,0,0
298,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/1402-04-03 10.56.46.wav,left,0,1,0,0
299,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/1402-04-03 10.56.46_noise.wav,left,0,1,0,0
300,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/1402-04-03 10.56.49.wav,left,0,1,0,0
301,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/1402-04-03 10.56.49_noise.wav,left,0,1,0,0
302,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/1402-04-03 10.56.53_noise.wav,left,0,1,0,0
303,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/1402-04-03 10.57.27.wav,left,0,1,0,0
304,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/1402-04-03 10.57.27_noise.wav,left,0,1,0,0
305,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/1402-04-03 10.57.29_noise.wav,left,0,1,0,0
306,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/1402-04-03 10.57.33.wav,left,0,1,0,0
307,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/1402-04-03 10.57.33_noise.wav,left,0,1,0,0
308,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/1402-04-03 10.57.36.wav,left,0,1,0,0
309,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/1402-04-03 10.57.36_noise.wav,left,0,1,0,0
310,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/1402-04-03 10.57.41.wav,left,0,1,0,0
311,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/1402-04-03 10.57.41_noise.wav,left,0,1,0,0
312,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/1402-04-03 10.57.44.wav,left,0,1,0,0
313,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/1402-04-03 10.57.52.wav,left,0,1,0,0
314,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/1402-04-03 10.57.56.wav,left,0,1,0,0
315,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/1402-04-03 10.57.59_noise.wav,left,0,1,0,0
316,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/1402-04-03 10.58.03_noise.wav,left,0,1,0,0
317,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/1402-04-03 10.58.06.wav,left,0,1,0,0
318,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/1402-04-03 10.58.10_noise.wav,left,0,1,0,0
319,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/1402-04-03 10.58.14_noise.wav,left,0,1,0,0
320,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/1402-04-03 10.58.17.wav,left,0,1,0,0
321,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/1402-04-03 10.58.17_noise.wav,left,0,1,0,0
322,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/1402-04-03 10.58.21_noise.wav,left,0,1,0,0
323,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/1402-04-03 10.58.24.wav,left,0,1,0,0
324,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/1402-04-03 10.58.24_noise.wav,left,0,1,0,0
325,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/1402-04-03 10.58.28.wav,left,0,1,0,0
326,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/1402-04-03 10.58.28_noise.wav,left,0,1,0,0
327,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/1402-04-03 10.58.31.wav,left,0,1,0,0
328,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/1402-04-03 10.58.31_noise.wav,left,0,1,0,0
329,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/1402-04-03 11.43.56.wav,left,0,1,0,0
330,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/1402-04-03 11.43.56_noise.wav,left,0,1,0,0
331,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/1402-04-03 11.44.11.wav,left,0,1,0,0
332,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/1402-04-03 11.44.11_noise.wav,left,0,1,0,0
333,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/1402-04-03 11.44.15.wav,left,0,1,0,0
334,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/1402-04-03 11.44.20.wav,left,0,1,0,0
335,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/1402-04-03 11.44.24.wav,left,0,1,0,0
336,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/1402-04-03 11.44.24_noise.wav,left,0,1,0,0
337,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/1402-04-03 11.44.27.wav,left,0,1,0,0
338,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/1402-04-03 11.44.27_noise.wav,left,0,1,0,0
339,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/1402-04-03 11.44.31_noise.wav,left,0,1,0,0
340,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/1402-04-03 11.44.34.wav,left,0,1,0,0
341,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/1402-04-03 11.44.34_noise.wav,left,0,1,0,0
342,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/1402-04-03 11.44.37.wav,left,0,1,0,0
343,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/1402-04-03 11.44.37_noise.wav,left,0,1,0,0
344,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/1402-04-03 11.44.41_noise.wav,left,0,1,0,0
345,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/1_4943117662428333007.wav,left,0,1,0,0
346,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/1_4943117662428333007_noise.wav,left,0,1,0,0
347,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/1_4943117662428333008.wav,left,0,1,0,0
348,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/1_4943117662428333008_noise.wav,left,0,1,0,0
349,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/1_4943117662428333009.wav,left,0,1,0,0
350,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/1_4943117662428333009_noise.wav,left,0,1,0,0
351,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/1_4943117662428333010.wav,left,0,1,0,0
352,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/1_4943117662428333010_noise.wav,left,0,1,0,0
353,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/1_4943117662428333011_noise.wav,left,0,1,0,0
354,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/1_4943117662428333012.wav,left,0,1,0,0
355,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/1_4943117662428333013.wav,left,0,1,0,0
356,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/1_4943117662428333013_noise.wav,left,0,1,0,0
357,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/1_4943117662428333014.wav,left,0,1,0,0
358,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/1_4943117662428333014_noise.wav,left,0,1,0,0
359,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/1_4943117662428333015_noise.wav,left,0,1,0,0
360,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/1_4943117662428333016.wav,left,0,1,0,0
361,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/AnyConv.com__msg-1583385616-46.wav,left,0,1,0,0
362,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/AnyConv.com__msg-1583385616-46_noise.wav,left,0,1,0,0
363,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/AnyConv.com__msg-1583385616-47.wav,left,0,1,0,0
364,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/AnyConv.com__msg-1583385616-47_noise.wav,left,0,1,0,0
365,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/AnyConv.com__msg-1583385616-48_noise.wav,left,0,1,0,0
366,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/AnyConv.com__msg-1583385616-49_noise.wav,left,0,1,0,0
367,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/AnyConv.com__msg-1583385616-50.wav,left,0,1,0,0
368,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/AnyConv.com__msg-1583385616-50_noise.wav,left,0,1,0,0
369,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/AnyConv.com__msg-1583385616-51_noise.wav,left,0,1,0,0
370,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/AnyConv.com__msg-1583385616-52_noise.wav,left,0,1,0,0
371,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/AnyConv.com__msg-1583385616-53_noise.wav,left,0,1,0,0
372,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/AnyConv.com__msg-1583385616-54_noise.wav,left,0,1,0,0
373,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/AnyConv.com__msg-1583385616-55.wav,left,0,1,0,0
374,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/AnyConv.com__msg-1583385616-55_noise.wav,left,0,1,0,0
375,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/l10.wav,left,0,1,0,0
376,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/l10_noise.wav,left,0,1,0,0
377,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/l11.wav,left,0,1,0,0
378,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/l11_noise.wav,left,0,1,0,0
379,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/l12.wav,left,0,1,0,0
380,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/l12_noise.wav,left,0,1,0,0
381,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/l13.wav,left,0,1,0,0
382,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/l13_noise.wav,left,0,1,0,0
383,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/l14.wav,left,0,1,0,0
384,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/l14_noise.wav,left,0,1,0,0
385,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/l15.wav,left,0,1,0,0
386,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/l15_noise.wav,left,0,1,0,0
387,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/l16_noise.wav,left,0,1,0,0
388,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/l17.wav,left,0,1,0,0
389,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/l17_noise.wav,left,0,1,0,0
390,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/l18_noise.wav,left,0,1,0,0
391,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/l19.wav,left,0,1,0,0
392,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/l19_noise.wav,left,0,1,0,0
393,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/l1_noise.wav,left,0,1,0,0
394,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/l20.wav,left,0,1,0,0
395,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/l20_noise.wav,left,0,1,0,0
396,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/l2_noise.wav,left,0,1,0,0
397,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/l3.wav,left,0,1,0,0
398,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/l3_noise.wav,left,0,1,0,0
399,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/l4.wav,left,0,1,0,0
400,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/l4_noise.wav,left,0,1,0,0
401,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/l5.wav,left,0,1,0,0
402,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/l6.wav,left,0,1,0,0
403,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/l7_noise.wav,left,0,1,0,0
404,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/l8.wav,left,0,1,0,0
405,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/l9.wav,left,0,1,0,0
406,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/l9_noise.wav,left,0,1,0,0
407,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/ll1.wav,left,0,1,0,0
408,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/ll10.wav,left,0,1,0,0
409,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/ll2.wav,left,0,1,0,0
410,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/ll4.wav,left,0,1,0,0
411,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/ll4_noise.wav,left,0,1,0,0
412,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/ll5.wav,left,0,1,0,0
413,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/ll5_noise.wav,left,0,1,0,0
414,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/ll6.wav,left,0,1,0,0
415,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/ll7_noise.wav,left,0,1,0,0
416,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/ll8.wav,left,0,1,0,0
417,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/ll9.wav,left,0,1,0,0
418,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/ll9_noise.wav,left,0,1,0,0
419,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/msg-1840141157-123.wav,left,0,1,0,0
420,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/msg-1840141157-123_noise.wav,left,0,1,0,0
421,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/msg-1840141157-124.wav,left,0,1,0,0
422,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/msg-1840141157-124_noise.wav,left,0,1,0,0
423,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/msg-1840141157-125_noise.wav,left,0,1,0,0
424,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/msg-1840141157-126.wav,left,0,1,0,0
425,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/msg-1840141157-126_noise.wav,left,0,1,0,0
426,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/msg-1840141157-128.wav,left,0,1,0,0
427,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/msg-1840141157-128_noise.wav,left,0,1,0,0
428,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/msg-1840141157-130.wav,left,0,1,0,0
429,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/msg-1840141157-130_noise.wav,left,0,1,0,0
430,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/msg-1840141157-132_noise.wav,left,0,1,0,0
431,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/msg-1840141157-133.wav,left,0,1,0,0
432,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/msg-1840141157-133_noise.wav,left,0,1,0,0
433,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/msg-1840141157-134.wav,left,0,1,0,0
434,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/msg-1840141157-134_noise.wav,left,0,1,0,0
435,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/msg-1840141157-135.wav,left,0,1,0,0
436,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/msg-1840141157-136_noise.wav,left,0,1,0,0
437,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/msg-1840141157-137.wav,left,0,1,0,0
438,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/msg-1840141157-137_noise.wav,left,0,1,0,0
439,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/msg-1840141157-138.wav,left,0,1,0,0
440,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/msg-1840141157-138_noise.wav,left,0,1,0,0
441,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/msg-1840141157-139.wav,left,0,1,0,0
442,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/msg-1840141157-140_noise.wav,left,0,1,0,0
443,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/msg-1840141157-141_noise.wav,left,0,1,0,0
444,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/msg-1840141157-143.wav,left,0,1,0,0
445,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/left/msg-1840141157-143_noise.wav,left,0,1,0,0
